EDI_WCA_680_20190130
eventcd	eventid	optionid	serialid	scexhid	actflag	changed	created	secid	issid	isin	uscode	issuername	cntryofincorp	sic	cik	indusid	sectycd	securitydesc	parvalue	pvcurrency	statusflag	primaryexchgcd	structcd	exchgcntry	exchgcd	mic	micseg	localcode	liststatus	date1type	date1	date2type	date2	date3type	date3	date4type	date4	date5type	date5	date6type	date6	date7type	date7	date8type	date8	date9type	date9	date10type	date10	date11type	date11	date12type	date12	paytype	rdid	priority	defaultopt	outturnsecid	outturnisin	ratioold	rationew	fractions	currency	rate1type	rate1	rate2type	rate2	field1name	field1	field2name	field2	field3name	field3	field4name	field4	field5name	field5	field6name	field6	field7name	field7	field8name	field8	field9name	field9	field10name	field10	field11name	field11	field12name	field12	field13name	field13	field14name	field14	field15name	field15	field16name	field16	field17name	field17	field18name	field18	field19name	field19	field20name	field20	field21name	field21	field22name	field22	field23name	field23	field24name	field24
DIV	1514844	1	1	42580	U	2019/01/30 13:13:03	2019/01/30	40204	36592	US6365181022	636518102	National Instruments Corp.	US	7372	0000935494	35	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	NATI	L	ExDate	2019/02/08	Recdate	2019/02/11	Paydate	2019/03/04	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2019/01/29	Exdate2		FXDate		C	5481328	1	F						USD	GrossDividend	0.25	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DRIP	1394209	1	1	42870	I	2018/08/17 14:09:20	2018/08/10	40494	36879	US6556631025	655663102	Nordson Corp.	US	3569	0000072331	66	EQS	Ordinary Shares		USD	A	USNASD		US	USNASD	XNAS	XNGS	NDSN	L	DripLastdate		DripPaydate	2018/09/04	CrestDate		ExDate	2018/08/20																	S	5167961	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1399575	1	1	38077	I	2018/09/26 14:11:29	2018/08/30	35701	32208	US2441991054	244199105	Deere & Co.	US	3523	0000315189	83	EQS	Ordinary Shares	1	USD	A	USNYSE		US	USNYSE	XNYS		DE	L	DripLastdate		DripPaydate	2018/11/01	CrestDate		ExDate	2018/09/27																	S	5197174	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1427420	1	1	44105	I	2018/12/05 13:23:36	2018/10/23	41729	38090	US7475251036	747525103	Qualcomm, Inc.	US	3663	0000804328	68	EQS	Ordinary Shares	0.0001	USD	A	USNASD		US	USNASD	XNAS	XNGS	QCOM	L	DripLastdate		DripPaydate	2018/12/20	CrestDate		ExDate	2018/12/06																	S	5295420	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1430497	1	1	44456	I	2018/11/07 13:09:52	2018/11/02	42080	38428	US7739031091	773903109	Rockwell Automation Inc	US	3829	0001024478	66	EQS	Ordinary Shares	1	USD	A	USNYSE		US	USNYSE	XNYS		ROK	L	DripLastdate		DripPaydate	2018/12/10	CrestDate		ExDate	2018/11/08																	S	5308253	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1427854	1	1	47113	I	2018/11/08 13:09:10	2018/11/08	44737	41003	US9839191015	983919101	Xilinx, Inc.	US	3674	0000743988	136	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	XLNX	L	DripLastdate		DripPaydate	2018/12/04	CrestDate		ExDate	2018/11/09																	S	5297330	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1441265	1	1	36677	I	2018/12/05 13:23:36	2018/11/20	34301	30846	US1143401024	114340102	Brooks Automation, Inc.	US	3559	0000933974	135	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	BRKS	L	DripLastdate		DripPaydate	2018/12/20	CrestDate		ExDate	2018/12/06																	S	5341627	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1451642	1	1	1320351	I	2018/12/13 13:09:59	2018/12/06	1041068	123611	US4778391049	477839104	John Bean Technologies Corp	US	3556	0001433660	86	EQS	Ordinary Shares	0.01	USD	A	USNYSE		US	USNYSE	XNYS		JBT	L	DripLastdate		DripPaydate	2018/12/31	CrestDate		ExDate	2018/12/14																	S	5371007	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1454507	1	1	42870	I	2018/12/19 07:15:41	2018/12/12	40494	36879	US6556631025	655663102	Nordson Corp.	US	3569	0000072331	66	EQS	Ordinary Shares		USD	A	USNASD		US	USNASD	XNAS	XNGS	NDSN	L	DripLastdate		DripPaydate	2019/01/08	CrestDate		ExDate	2018/12/20																	S	5383583	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1508914	1	1	44105	I	2019/01/16 03:48:46	2019/01/15	41729	38090	US7475251036	747525103	Qualcomm, Inc.	US	3663	0000804328	68	EQS	Ordinary Shares	0.0001	USD	A	USNASD		US	USNASD	XNAS	XNGS	QCOM	L	DripLastdate		DripPaydate	2019/03/28	CrestDate		ExDate	2019/03/06																	S	5459428	1	F											DripReinvPrice		CntryCD	US																																												
DRIP	1513387	1	1	47113	I	2019/01/24 07:10:34	2019/01/24	44737	41003	US9839191015	983919101	Xilinx, Inc.	US	3674	0000743988	136	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	XLNX	L	DripLastdate		DripPaydate	2019/02/21	CrestDate		ExDate	2019/02/05																	S	5473876	1	F											DripReinvPrice		CntryCD	US																																												
ENT	4907591	1	1	1969916	U	2018/10/25 14:09:59	2018/07/05	596335	110026	TW0002049004		Hiwin Technologies Corp	TW	3562		36	EQS	Ordinary Shares	10	TWD	A	TWTSE		TW	TWTSE	XTAI		2049	L	ExDate	2018/07/23	Recdate	2018/07/24	Paydate	2018/10/29	StartSubscription	2018/08/01	EndSubscription	2018/08/31															S	4907591	1	F	596335	TW0002049004	1000	34.266		TWD	IssuePrice	250			ResSectyCD	EQS	OverSubscription	F																																												
FTT	770	1	1	59017	I	2019/01/18 13:08:17	2019/01/18	49634	45232	FR0000130650		Dassault Systemes SA	FR	7372	0001016118	145	EQS	Ordinary Shares	0.5	EUR	A	FRPEN		FR	FRPEN	XPAR		DSY	L	FTTStartDate	2019/01/01	FTTEndDate	2019/12/31																								F																																																										
FTT	828	1	1	59700	I	2019/01/18 13:08:17	2019/01/18	52542	47437	FR0000121972		Schneider Electric SE	FR	3643	0000923734	35	EQS	Ordinary Shares	4	EUR	A	FRPEN		FR	FRPEN	XPAR		SU	R	FTTStartDate	2019/01/01	FTTEndDate	2019/12/31																								F																																																										
ICC	396701	1	1	7718466	I	2018/09/04 08:15:12	2018/09/04	5657084	20197	DE000A2NB601		Jenoptik AG	DE			66	EQS	Registered Shares		EUR	A	DEFSX		DE	DEFSX	XFRA		JEN	L	EffectiveDate	2018/09/03																										F											eventtype	ICC	OldIsin	DE000A2NB601	NewIsin	DE000A2NB601	OldUscode		NewUscode		RelEventID																																					
ICC	423845	1	1	7778056	I	2018/12/17 13:16:33	2018/12/17	5706737	207639	US57778K1051	57778K105	Maxar Technologies Inc	US				EQS	Ordinary Shares		USD	A	USNYSE		US	USNYSE	XNYS		MAXR	L	EffectiveDate	2018/12/14																										F											eventtype	ICC	OldIsin		NewIsin	US57778K1051	OldUscode		NewUscode	57778K105	RelEventID																																					
LCC	349658	1	1	7718466	I	2018/09/03 08:29:32	2018/09/03	5657084	20197	DE000A2NB601		Jenoptik AG	DE			66	EQS	Registered Shares		EUR	A	DEFSX		DE	DEFSX	XFRA		JEN	L	EffectiveDate	2018/09/03																										F											eventtype	CORR	OldLocalCode		NewLocalCode	JEN	RelEventID																																									
LCC	361161	1	1	7778056	I	2019/01/02 13:15:30	2019/01/02	5706737	207639	US57778K1051	57778K105	Maxar Technologies Inc	US				EQS	Ordinary Shares		USD	A	USNYSE		US	USNYSE	XNYS		MAXR	L	EffectiveDate	2019/01/02																										F											eventtype	LCC	OldLocalCode		NewLocalCode	MAXR	RelEventID																																									
LTCHG	116765	1	1	65999	I	2018/09/05 14:12:32	2018/09/05	58219	52841	JP3592600005		Toshiba Machine Co. Ltd	JP			86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6104	L	EffectiveDate	2018/09/26																										F											eventtype	LTCHG	OldLot	1000	OldMinTrdQty		NewLot	100	NewMinTrdgQty																																							
LTCHG	116787	1	1	63838	I	2018/09/05 14:12:32	2018/09/05	56537	51180	JP3497800007		Daihen Corporation	JP			35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6622	L	EffectiveDate	2018/09/26																										F											eventtype	LTCHG	OldLot	1000	OldMinTrdQty		NewLot	100	NewMinTrdgQty																																							
NLIST	9750	1	1	9750	U	2018/10/30 13:08:34	2004/10/08	9769	9464	TW0002308004		Delta Electronic	TW	3699	0001134780	36	EQS	Ordinary Shares	10.00000	TWD	A	TWTSE		TW	TWTSE	XTAI		2308	L	EffectiveDate	1988/12/19																										F																																																										
NLIST	7718466	1	1	7718466	I	2018/08/27 08:26:28	2018/08/25	5657084	20197	DE000A2NB601		Jenoptik AG	DE			66	EQS	Registered Shares		EUR	A	DEFSX		DE	DEFSX	XFRA		JEN	L	EffectiveDate	2018/09/03																										F																																																										
NLIST	7824261	1	1	7824261	I	2018/11/15 07:19:09	2018/11/15	43354	39665	US8807701029	880770102	Teradyne, Inc.	US	3825	0000097210	136	EQS	Ordinary Shares	0.125	USD	A	USNASD		US	USNASD	XNAS	XNGS	TER	L	EffectiveDate	2018/11/27																										F																																																										
NLIST	7778056	1	1	7778056	I	2019/01/02 13:15:30	2019/01/02	5706737	207639	US57778K1051	57778K105	Maxar Technologies Inc	US				EQS	Ordinary Shares		USD	A	USNYSE		US	USNYSE	XNYS		MAXR	L	EffectiveDate	2019/01/02																										F																																																										
PRCHG	265581	1	1	7824261	U	2018/11/28 07:14:29	2018/11/15	43354	39665	US8807701029	880770102	Teradyne, Inc.	US	3825	0000097210	136	EQS	Ordinary Shares	0.125	USD	A	USNASD		US	USNASD	XNAS	XNGS	TER	L	EffectiveDate	2018/11/27																										F											EventType	PRCHG	OldExchgCD	USNYSE	NewExchgCD	USNASD																																										
EDI_ENDOFFILE
